F2 Ground,F2 Clinch,F2 Distance,F2 Leg,F2 Body,F2 Head,F1 Ground,F1 Clinch,F1 Distance,F1 Leg,F1 Body,F1 Head,F2 Control Time,F2 Reversals,F2 Sub Attacks,F2 Takedown Perc,F2 Takedowns,F2 Total Strikes,F2 Sig Strike Perc,F2 Sig Strikes,F2 Knockdowns,F1 Control Time,F1 Reversals,F1 Sub Attacks,F1 Takedown Perc,F1 Takedowns,F1 Total Strikes,F1 Sig Strike Perc,F1 Sig Strikes,F1 Knockdowns,Round,Fight Link
2 of 2,8 of 8,17 of 35,4 of 4,2 of 2,21 of 39,0 of 0,10 of 13,18 of 41,0 of 0,12 of 18,16 of 36,0:46,0,0,50%,1 of 2,44 of 62,60%,27 of 45,0,0:00,0,0,---,0 of 0,31 of 57,51%,28 of 54,0,1,http://ufcstats.com/fight-details/241a0833e1c76804
2 of 2,2 of 4,18 of 47,1 of 1,0 of 2,21 of 50,1 of 1,3 of 3,19 of 40,0 of 0,8 of 11,15 of 33,0:34,1,0,100%,1 of 1,31 of 62,41%,22 of 53,0,0:39,1,0,---,0 of 0,31 of 52,52%,23 of 44,0,2,http://ufcstats.com/fight-details/241a0833e1c76804
2 of 2,1 of 1,11 of 26,0 of 0,2 of 2,12 of 27,2 of 2,4 of 4,12 of 18,0 of 0,5 of 5,13 of 19,0:34,0,0,50%,2 of 4,27 of 44,48%,14 of 29,0,0:51,1,1,---,0 of 0,22 of 28,75%,18 of 24,0,3,http://ufcstats.com/fight-details/241a0833e1c76804
0 of 0,1 of 1,26 of 58,6 of 6,7 of 9,14 of 44,0 of 0,0 of 0,24 of 55,11 of 14,2 of 2,11 of 39,0:00,0,0,---,0 of 0,27 of 59,45%,27 of 59,0,0:00,0,0,0%,0 of 1,25 of 56,43%,24 of 55,0,1,http://ufcstats.com/fight-details/3162ae3ccbf785ac
0 of 0,0 of 0,37 of 84,6 of 6,10 of 14,21 of 64,0 of 0,0 of 0,24 of 62,7 of 10,1 of 1,16 of 51,0:00,0,0,---,0 of 0,37 of 84,44%,37 of 84,0,0:00,0,0,0%,0 of 1,24 of 62,38%,24 of 62,0,2,http://ufcstats.com/fight-details/3162ae3ccbf785ac
0 of 0,0 of 0,14 of 30,1 of 1,2 of 3,11 of 26,28 of 46,0 of 0,9 of 25,4 of 4,1 of 1,32 of 66,0:00,0,0,---,0 of 0,17 of 33,46%,14 of 30,0,2:54,0,0,50%,1 of 2,55 of 89,52%,37 of 71,0,3,http://ufcstats.com/fight-details/3162ae3ccbf785ac
0 of 0,1 of 1,2 of 8,0 of 0,2 of 2,1 of 7,0 of 0,2 of 2,11 of 16,2 of 2,3 of 3,8 of 13,0:00,0,0,---,0 of 0,3 of 9,33%,3 of 9,0,0:45,0,1,100%,2 of 2,14 of 19,72%,13 of 18,0,1,http://ufcstats.com/fight-details/b2d05ae88f820421
0 of 0,1 of 1,14 of 51,6 of 9,3 of 4,6 of 39,4 of 10,8 of 13,27 of 55,6 of 7,8 of 11,25 of 60,0:00,0,0,---,0 of 0,15 of 52,28%,15 of 52,0,0:07,0,0,---,0 of 0,40 of 79,50%,39 of 78,1,1,http://ufcstats.com/fight-details/41b75c9222c33cdf
0 of 0,1 of 1,9 of 37,5 of 10,2 of 4,3 of 24,0 of 0,2 of 2,16 of 33,3 of 4,7 of 12,8 of 19,0:00,0,0,---,0 of 0,15 of 45,26%,10 of 38,0,1:11,0,0,100%,2 of 2,20 of 37,51%,18 of 35,0,2,http://ufcstats.com/fight-details/41b75c9222c33cdf
0 of 0,0 of 1,7 of 30,2 of 3,0 of 1,5 of 27,0 of 1,12 of 14,25 of 40,5 of 5,15 of 17,17 of 33,0:02,0,0,---,0 of 0,10 of 35,22%,7 of 31,0,0:59,0,1,100%,1 of 1,39 of 57,67%,37 of 55,0,3,http://ufcstats.com/fight-details/41b75c9222c33cdf
0 of 0,0 of 0,6 of 25,0 of 0,3 of 6,3 of 19,0 of 0,0 of 0,8 of 21,3 of 3,3 of 4,2 of 14,0:00,0,0,---,0 of 0,6 of 25,24%,6 of 25,0,0:00,0,0,---,0 of 0,8 of 21,38%,8 of 21,0,1,http://ufcstats.com/fight-details/89266a872e1f92d9
0 of 0,1 of 1,8 of 38,2 of 2,2 of 5,5 of 32,3 of 5,10 of 17,20 of 39,2 of 2,7 of 9,24 of 50,0:00,0,0,0%,0 of 1,10 of 40,23%,9 of 39,0,0:04,0,0,100%,2 of 2,34 of 62,54%,33 of 61,0,2,http://ufcstats.com/fight-details/89266a872e1f92d9
0 of 0,1 of 2,26 of 72,1 of 1,8 of 14,18 of 59,0 of 0,1 of 1,21 of 49,2 of 2,5 of 7,15 of 41,0:00,0,0,0%,0 of 2,32 of 79,36%,27 of 74,0,0:26,0,0,33%,1 of 3,22 of 50,44%,22 of 50,0,3,http://ufcstats.com/fight-details/89266a872e1f92d9
6 of 6,1 of 3,4 of 7,0 of 1,4 of 5,7 of 10,0 of 0,3 of 3,5 of 7,2 of 2,2 of 2,4 of 6,2:41,0,0,33%,1 of 3,22 of 27,68%,11 of 16,0,1:28,0,0,0%,0 of 1,9 of 11,80%,8 of 10,0,1,http://ufcstats.com/fight-details/1f9a6f2120835615
9 of 11,2 of 5,8 of 20,2 of 2,2 of 4,15 of 30,10 of 14,15 of 18,14 of 22,3 of 3,5 of 6,31 of 45,1:32,0,0,50%,1 of 2,41 of 61,52%,19 of 36,0,1:31,1,0,---,0 of 0,54 of 71,72%,39 of 54,0,2,http://ufcstats.com/fight-details/1f9a6f2120835615
0 of 0,2 of 2,12 of 53,1 of 4,5 of 7,8 of 44,0 of 0,8 of 12,23 of 64,5 of 6,3 of 5,23 of 65,1:24,1,0,0%,0 of 1,19 of 60,25%,14 of 55,0,0:06,0,0,---,0 of 0,31 of 76,40%,31 of 76,0,3,http://ufcstats.com/fight-details/1f9a6f2120835615
0 of 0,3 of 5,11 of 33,1 of 2,2 of 6,11 of 30,0 of 0,8 of 11,18 of 37,6 of 7,0 of 3,20 of 38,0:14,0,0,0%,0 of 3,15 of 39,36%,14 of 38,0,0:31,0,0,---,0 of 0,26 of 48,54%,26 of 48,0,1,http://ufcstats.com/fight-details/1c91deb42b991d18
0 of 0,4 of 7,10 of 30,2 of 2,4 of 7,8 of 28,0 of 0,4 of 8,15 of 35,2 of 3,10 of 18,7 of 22,0:40,0,0,0%,0 of 3,14 of 38,37%,14 of 37,0,0:12,0,0,---,0 of 0,20 of 44,44%,19 of 43,0,2,http://ufcstats.com/fight-details/1c91deb42b991d18
1 of 1,11 of 13,15 of 44,0 of 0,9 of 14,18 of 44,0 of 0,2 of 3,19 of 37,6 of 9,2 of 5,13 of 26,0:07,0,0,0%,0 of 5,37 of 69,46%,27 of 58,0,0:51,0,0,100%,1 of 1,27 of 46,52%,21 of 40,0,3,http://ufcstats.com/fight-details/1c91deb42b991d18
0 of 0,2 of 2,18 of 60,5 of 7,5 of 6,10 of 49,1 of 2,0 of 4,15 of 65,2 of 4,0 of 1,14 of 66,0:00,0,0,---,0 of 0,21 of 63,32%,20 of 62,0,1:11,0,0,100%,2 of 2,22 of 81,22%,16 of 71,0,1,http://ufcstats.com/fight-details/a4527094aa107b55
7 of 14,1 of 1,20 of 67,2 of 3,8 of 11,18 of 68,0 of 0,3 of 4,21 of 69,1 of 2,2 of 2,21 of 69,0:36,0,0,50%,1 of 2,31 of 85,34%,28 of 82,0,0:56,0,0,40%,2 of 5,25 of 74,32%,24 of 73,0,2,http://ufcstats.com/fight-details/a4527094aa107b55
1 of 1,3 of 4,26 of 85,2 of 4,8 of 14,20 of 72,0 of 0,1 of 2,30 of 87,2 of 2,1 of 2,28 of 85,0:02,0,0,0%,0 of 3,31 of 91,33%,30 of 90,0,0:05,0,0,0%,0 of 4,31 of 89,34%,31 of 89,0,3,http://ufcstats.com/fight-details/a4527094aa107b55
0 of 0,0 of 0,8 of 22,6 of 9,1 of 2,1 of 11,8 of 12,5 of 8,7 of 17,0 of 0,0 of 1,20 of 36,0:00,0,0,---,0 of 0,8 of 22,36%,8 of 22,0,0:14,0,0,---,0 of 0,21 of 38,54%,20 of 37,1,1,http://ufcstats.com/fight-details/cc477d322638ba30
0 of 0,8 of 11,11 of 41,1 of 1,5 of 8,13 of 43,0 of 0,28 of 32,10 of 27,2 of 2,23 of 29,13 of 28,0:23,0,0,0%,0 of 2,22 of 56,36%,19 of 52,0,0:00,0,0,0%,0 of 2,38 of 59,64%,38 of 59,0,1,http://ufcstats.com/fight-details/4ea4d0a73a90bfb0
0 of 0,11 of 14,12 of 39,1 of 3,7 of 8,15 of 42,0 of 0,15 of 19,15 of 24,7 of 7,13 of 17,10 of 19,0:18,0,0,---,0 of 0,26 of 56,43%,23 of 53,0,0:14,0,0,33%,1 of 3,34 of 47,69%,30 of 43,0,2,http://ufcstats.com/fight-details/4ea4d0a73a90bfb0
2 of 4,10 of 14,11 of 34,0 of 0,9 of 9,14 of 43,0 of 0,18 of 26,13 of 23,5 of 5,18 of 25,8 of 19,1:21,0,0,100%,1 of 1,29 of 59,44%,23 of 52,0,0:09,0,0,0%,0 of 1,40 of 58,63%,31 of 49,0,3,http://ufcstats.com/fight-details/4ea4d0a73a90bfb0
0 of 0,1 of 2,10 of 25,6 of 8,1 of 2,4 of 17,0 of 0,2 of 6,12 of 50,7 of 9,0 of 3,7 of 44,0:00,0,0,---,0 of 0,11 of 27,40%,11 of 27,0,0:02,0,0,---,0 of 0,14 of 56,25%,14 of 56,0,1,http://ufcstats.com/fight-details/3d9aeef58dd0b51b
3 of 5,1 of 1,5 of 20,4 of 5,2 of 3,3 of 18,0 of 0,5 of 7,12 of 42,3 of 4,2 of 2,12 of 43,1:16,1,0,---,0 of 0,23 of 42,34%,9 of 26,0,0:04,0,0,---,0 of 0,21 of 54,34%,17 of 49,1,2,http://ufcstats.com/fight-details/3d9aeef58dd0b51b
0 of 0,1 of 1,13 of 23,8 of 9,3 of 4,3 of 11,0 of 0,0 of 0,8 of 33,4 of 5,1 of 3,3 of 25,0:00,0,0,---,0 of 0,14 of 24,58%,14 of 24,0,0:00,0,0,---,0 of 0,8 of 33,24%,8 of 33,0,3,http://ufcstats.com/fight-details/3d9aeef58dd0b51b
1 of 2,1 of 1,1 of 3,0 of 0,2 of 2,1 of 4,4 of 5,2 of 2,2 of 4,1 of 1,0 of 0,7 of 10,1:10,0,0,25%,1 of 4,10 of 13,50%,3 of 6,0,0:09,0,0,---,0 of 0,9 of 12,72%,8 of 11,1,1,http://ufcstats.com/fight-details/0d1d7cfb2a48d5ec
0 of 0,2 of 3,9 of 21,4 of 6,4 of 4,3 of 14,1 of 1,4 of 8,34 of 61,12 of 14,9 of 13,18 of 43,0:29,0,0,---,0 of 0,11 of 25,45%,11 of 24,0,0:50,0,0,0%,0 of 3,39 of 70,55%,39 of 70,0,1,http://ufcstats.com/fight-details/d2dc6fb05ad78d80
6 of 7,4 of 7,1 of 8,0 of 1,2 of 2,9 of 19,34 of 58,2 of 2,5 of 13,2 of 2,2 of 4,37 of 67,1:33,0,0,100%,1 of 1,21 of 34,50%,11 of 22,0,2:20,0,0,---,0 of 0,62 of 97,56%,41 of 73,0,2,http://ufcstats.com/fight-details/d2dc6fb05ad78d80
19 of 26,0 of 1,9 of 22,1 of 2,4 of 4,23 of 43,1 of 1,0 of 0,15 of 26,3 of 4,3 of 6,10 of 17,3:32,0,0,66%,2 of 3,67 of 97,57%,28 of 49,0,0:00,0,0,---,0 of 0,35 of 46,59%,16 of 27,0,3,http://ufcstats.com/fight-details/d2dc6fb05ad78d80
0 of 0,0 of 0,9 of 32,1 of 1,5 of 9,3 of 22,0 of 0,2 of 2,17 of 37,7 of 8,0 of 0,12 of 31,0:00,0,0,---,0 of 0,9 of 32,28%,9 of 32,0,0:00,0,0,---,0 of 0,19 of 39,48%,19 of 39,0,1,http://ufcstats.com/fight-details/0019ec81fd706ade
0 of 0,0 of 1,7 of 34,0 of 0,2 of 4,5 of 31,0 of 0,0 of 0,18 of 31,10 of 10,3 of 3,5 of 18,0:00,0,0,---,0 of 0,7 of 35,20%,7 of 35,0,0:00,0,0,---,0 of 0,18 of 31,58%,18 of 31,0,2,http://ufcstats.com/fight-details/0019ec81fd706ade
0 of 0,0 of 0,10 of 30,0 of 0,3 of 5,7 of 25,0 of 0,0 of 0,17 of 35,10 of 10,2 of 2,5 of 23,0:00,0,0,---,0 of 0,10 of 30,33%,10 of 30,0,0:00,0,0,---,0 of 0,17 of 35,48%,17 of 35,0,3,http://ufcstats.com/fight-details/0019ec81fd706ade
0 of 0,0 of 1,8 of 18,2 of 2,2 of 3,4 of 14,15 of 16,1 of 1,9 of 19,0 of 0,1 of 1,24 of 35,0:00,0,0,---,0 of 0,8 of 19,42%,8 of 19,0,0:42,0,0,50%,1 of 2,28 of 39,69%,25 of 36,0,1,http://ufcstats.com/fight-details/57d989702ae72dc1
0 of 0,1 of 1,11 of 27,2 of 4,2 of 3,8 of 21,3 of 3,16 of 19,15 of 46,0 of 0,3 of 3,31 of 65,0:44,0,0,0%,0 of 2,15 of 31,42%,12 of 28,0,0:22,0,0,---,0 of 0,40 of 74,50%,34 of 68,0,1,http://ufcstats.com/fight-details/7510b0c96f5707ea
9 of 9,2 of 2,1 of 1,3 of 3,0 of 0,9 of 9,6 of 7,6 of 9,2 of 4,0 of 0,1 of 2,13 of 18,4:15,0,0,50%,3 of 6,35 of 38,100%,12 of 12,0,0:02,0,0,---,0 of 0,31 of 38,70%,14 of 20,0,1,http://ufcstats.com/fight-details/93f3e9b9f093ad57
1 of 1,5 of 8,1 of 7,0 of 0,1 of 1,6 of 15,0 of 0,8 of 8,13 of 36,0 of 0,2 of 2,19 of 42,2:14,0,0,33%,2 of 6,10 of 20,43%,7 of 16,0,0:00,0,0,---,0 of 0,23 of 46,47%,21 of 44,0,2,http://ufcstats.com/fight-details/93f3e9b9f093ad57
1 of 1,0 of 1,9 of 23,0 of 0,0 of 0,10 of 25,6 of 7,0 of 0,16 of 48,0 of 0,0 of 0,22 of 55,1:33,1,0,33%,1 of 3,21 of 40,40%,10 of 25,0,0:28,0,0,100%,1 of 1,23 of 56,40%,22 of 55,0,3,http://ufcstats.com/fight-details/93f3e9b9f093ad57
26 of 32,0 of 1,1 of 5,0 of 0,2 of 2,25 of 36,0 of 0,0 of 0,6 of 8,3 of 3,2 of 2,1 of 3,2:17,0,0,100%,1 of 1,37 of 49,71%,27 of 38,0,0:00,0,1,---,0 of 0,8 of 11,75%,6 of 8,0,1,http://ufcstats.com/fight-details/076c98ac0561521f
0 of 0,10 of 17,36 of 95,9 of 9,14 of 17,23 of 86,5 of 7,4 of 4,27 of 72,5 of 8,9 of 11,22 of 64,0:30,0,0,100%,1 of 1,47 of 114,41%,46 of 112,0,0:40,0,0,50%,2 of 4,36 of 83,43%,36 of 83,0,1,http://ufcstats.com/fight-details/baf17e5e1fe1c744
4 of 4,6 of 8,8 of 19,4 of 4,4 of 5,10 of 22,27 of 40,2 of 3,9 of 17,2 of 2,1 of 1,35 of 57,0:56,0,0,---,0 of 0,23 of 37,58%,18 of 31,0,2:53,0,1,33%,3 of 9,50 of 73,63%,38 of 60,0,2,http://ufcstats.com/fight-details/baf17e5e1fe1c744
0 of 0,2 of 4,32 of 105,4 of 7,5 of 9,25 of 93,0 of 0,2 of 7,37 of 88,3 of 5,7 of 12,29 of 78,0:00,0,0,---,0 of 0,34 of 109,31%,34 of 109,0,0:06,0,0,0%,0 of 1,40 of 96,41%,39 of 95,0,3,http://ufcstats.com/fight-details/baf17e5e1fe1c744
0 of 0,6 of 6,7 of 31,5 of 7,4 of 7,4 of 23,0 of 0,1 of 1,30 of 67,5 of 5,2 of 3,24 of 60,1:26,0,0,25%,1 of 4,20 of 44,35%,13 of 37,0,0:00,0,0,---,0 of 0,46 of 83,45%,31 of 68,0,1,http://ufcstats.com/fight-details/9c3fb95a1558b38d
0 of 0,1 of 1,12 of 34,3 of 3,4 of 6,6 of 26,0 of 0,4 of 4,30 of 70,2 of 2,1 of 2,31 of 70,2:02,0,0,0%,0 of 5,16 of 38,37%,13 of 35,0,0:00,0,0,---,0 of 0,54 of 94,45%,34 of 74,0,2,http://ufcstats.com/fight-details/9c3fb95a1558b38d
0 of 0,3 of 7,13 of 72,2 of 2,7 of 13,7 of 64,0 of 0,2 of 3,44 of 106,3 of 3,5 of 5,38 of 101,1:00,0,0,0%,0 of 6,16 of 79,20%,16 of 79,0,0:00,0,0,---,0 of 0,50 of 113,42%,46 of 109,0,3,http://ufcstats.com/fight-details/9c3fb95a1558b38d
0 of 0,1 of 1,11 of 21,1 of 1,7 of 8,4 of 13,3 of 7,0 of 1,19 of 36,0 of 0,1 of 3,21 of 41,0:43,0,0,0%,0 of 1,16 of 26,54%,12 of 22,0,0:07,0,0,---,0 of 0,23 of 45,50%,22 of 44,2,1,http://ufcstats.com/fight-details/38d6c2538ce6ec4c
0 of 0,3 of 4,14 of 75,5 of 6,6 of 12,6 of 61,0 of 1,2 of 3,42 of 72,13 of 15,5 of 6,26 of 55,0:19,0,0,0%,0 of 2,25 of 88,21%,17 of 79,0,0:07,0,0,0%,0 of 1,55 of 88,57%,44 of 76,1,1,http://ufcstats.com/fight-details/26d75187369ecf2c
0 of 0,1 of 3,37 of 94,7 of 8,3 of 7,28 of 82,0 of 0,1 of 3,32 of 53,7 of 7,1 of 4,25 of 45,0:41,0,0,0%,0 of 2,42 of 101,39%,38 of 97,0,0:33,0,0,100%,2 of 2,49 of 72,58%,33 of 56,0,2,http://ufcstats.com/fight-details/26d75187369ecf2c
0 of 0,2 of 2,50 of 113,12 of 12,3 of 10,37 of 93,0 of 0,0 of 0,42 of 78,6 of 7,2 of 3,34 of 68,0:24,0,0,0%,0 of 2,61 of 124,45%,52 of 115,0,0:02,0,0,---,0 of 0,44 of 80,53%,42 of 78,0,3,http://ufcstats.com/fight-details/26d75187369ecf2c
10 of 12,0 of 0,4 of 6,2 of 3,5 of 5,7 of 10,1 of 1,1 of 1,0 of 3,1 of 1,0 of 0,1 of 4,2:44,1,1,---,0 of 0,19 of 24,77%,14 of 18,0,1:52,1,3,66%,2 of 3,6 of 10,40%,2 of 5,0,1,http://ufcstats.com/fight-details/74b44635535cb290
0 of 0,0 of 0,8 of 20,1 of 2,0 of 1,7 of 17,3 of 6,0 of 0,5 of 11,1 of 1,1 of 1,6 of 15,1:59,0,0,100%,1 of 1,18 of 31,40%,8 of 20,0,1:01,1,1,---,0 of 0,17 of 31,47%,8 of 17,0,2,http://ufcstats.com/fight-details/74b44635535cb290
0 of 0,0 of 0,4 of 22,2 of 5,1 of 3,1 of 14,0 of 0,0 of 0,20 of 34,10 of 11,4 of 4,6 of 19,0:00,0,0,---,0 of 0,4 of 22,18%,4 of 22,0,0:00,0,0,---,0 of 0,20 of 34,58%,20 of 34,0,1,http://ufcstats.com/fight-details/1e3d3545b6dd13a7
0 of 0,0 of 0,13 of 41,1 of 1,3 of 8,9 of 32,0 of 0,0 of 0,35 of 51,9 of 11,15 of 15,11 of 25,0:00,0,0,---,0 of 0,13 of 41,31%,13 of 41,0,0:00,0,0,---,0 of 0,35 of 51,68%,35 of 51,0,2,http://ufcstats.com/fight-details/1e3d3545b6dd13a7
0 of 0,0 of 0,15 of 45,3 of 3,2 of 5,10 of 37,0 of 0,0 of 0,38 of 66,16 of 16,6 of 8,16 of 42,0:00,0,0,---,0 of 0,15 of 45,33%,15 of 45,0,0:00,0,0,---,0 of 0,38 of 66,57%,38 of 66,0,3,http://ufcstats.com/fight-details/1e3d3545b6dd13a7
0 of 0,8 of 10,3 of 16,1 of 3,3 of 5,7 of 18,0 of 0,20 of 23,11 of 16,6 of 7,17 of 19,8 of 13,1:13,0,0,0%,0 of 2,17 of 33,42%,11 of 26,0,2:13,0,0,0%,0 of 1,52 of 61,79%,31 of 39,0,1,http://ufcstats.com/fight-details/f61f5adf7e0a80c4
0 of 0,3 of 3,12 of 35,5 of 9,3 of 7,7 of 22,0 of 0,8 of 9,26 of 55,21 of 25,9 of 14,4 of 25,1:01,0,0,0%,0 of 2,19 of 42,39%,15 of 38,0,0:43,0,0,---,0 of 0,43 of 73,53%,34 of 64,0,2,http://ufcstats.com/fight-details/f61f5adf7e0a80c4
0 of 0,0 of 1,7 of 28,3 of 8,2 of 8,2 of 13,0 of 0,1 of 1,35 of 55,20 of 23,9 of 13,7 of 20,0:58,0,1,100%,1 of 1,8 of 30,24%,7 of 29,0,0:38,0,1,100%,2 of 2,36 of 56,64%,36 of 56,0,3,http://ufcstats.com/fight-details/f61f5adf7e0a80c4
0 of 0,2 of 3,10 of 35,3 of 5,4 of 17,5 of 16,0 of 0,13 of 14,33 of 64,21 of 23,10 of 14,15 of 41,0:23,0,0,0%,0 of 2,14 of 40,31%,12 of 38,0,1:17,0,0,50%,1 of 2,50 of 82,58%,46 of 78,0,4,http://ufcstats.com/fight-details/f61f5adf7e0a80c4
0 of 0,1 of 2,12 of 27,9 of 11,0 of 3,4 of 15,0 of 0,6 of 7,27 of 56,10 of 12,9 of 14,14 of 37,1:24,0,0,0%,0 of 2,13 of 29,44%,13 of 29,0,0:42,0,0,---,0 of 0,45 of 75,52%,33 of 63,0,5,http://ufcstats.com/fight-details/f61f5adf7e0a80c4
0 of 0,0 of 0,19 of 58,3 of 7,2 of 6,14 of 45,0 of 0,0 of 0,23 of 60,5 of 7,7 of 8,11 of 45,0:00,0,0,---,0 of 0,19 of 58,32%,19 of 58,0,0:00,0,0,---,0 of 0,23 of 60,38%,23 of 60,0,1,http://ufcstats.com/fight-details/707ba52845d399c9
0 of 1,3 of 7,33 of 70,5 of 5,2 of 2,29 of 71,0 of 1,7 of 10,46 of 88,4 of 4,16 of 23,33 of 72,0:04,0,0,---,0 of 0,46 of 88,46%,36 of 78,0,0:05,0,0,---,0 of 0,55 of 101,53%,53 of 99,0,2,http://ufcstats.com/fight-details/707ba52845d399c9
1 of 1,8 of 9,22 of 54,1 of 3,0 of 0,30 of 61,1 of 1,17 of 24,41 of 104,2 of 4,17 of 27,40 of 98,0:00,0,0,0%,0 of 2,44 of 79,48%,31 of 64,0,0:31,0,0,---,0 of 0,65 of 135,45%,59 of 129,0,3,http://ufcstats.com/fight-details/707ba52845d399c9
4 of 7,0 of 0,5 of 11,2 of 2,1 of 1,6 of 15,9 of 13,0 of 0,2 of 9,1 of 1,0 of 0,10 of 21,0:13,0,0,---,0 of 0,10 of 19,50%,9 of 18,0,0:47,0,0,0%,0 of 1,15 of 28,50%,11 of 22,1,1,http://ufcstats.com/fight-details/f3169b755afcdc5b
1 of 1,0 of 0,3 of 43,0 of 1,1 of 1,3 of 42,0 of 0,0 of 0,16 of 57,2 of 2,5 of 5,9 of 50,0:02,0,0,0%,0 of 1,30 of 70,9%,4 of 44,0,1:13,0,0,100%,1 of 1,19 of 60,28%,16 of 57,0,1,http://ufcstats.com/fight-details/2d7f29ec900a8948
0 of 0,0 of 0,9 of 50,0 of 0,1 of 3,8 of 47,0 of 0,0 of 0,22 of 76,3 of 4,3 of 6,16 of 66,0:00,0,0,0%,0 of 3,13 of 54,18%,9 of 50,0,0:24,0,0,100%,1 of 1,25 of 79,28%,22 of 76,0,2,http://ufcstats.com/fight-details/2d7f29ec900a8948
0 of 0,0 of 0,7 of 51,1 of 1,1 of 4,5 of 46,2 of 3,0 of 0,34 of 70,8 of 9,13 of 17,15 of 47,0:00,0,0,0%,0 of 2,7 of 51,13%,7 of 51,0,0:09,0,0,---,0 of 0,40 of 77,49%,36 of 73,0,3,http://ufcstats.com/fight-details/2d7f29ec900a8948
0 of 0,4 of 6,9 of 29,0 of 0,2 of 8,11 of 27,0 of 0,1 of 4,14 of 41,6 of 6,2 of 7,7 of 32,0:52,1,0,50%,1 of 2,21 of 43,37%,13 of 35,0,1:08,0,0,100%,2 of 2,15 of 45,33%,15 of 45,0,1,http://ufcstats.com/fight-details/bed2710e06dabe6a
6 of 9,4 of 4,16 of 36,0 of 0,5 of 6,21 of 43,0 of 0,1 of 1,9 of 25,3 of 3,2 of 2,5 of 21,0:13,2,2,---,0 of 0,27 of 50,53%,26 of 49,0,1:02,0,0,33%,1 of 3,13 of 31,38%,10 of 26,0,2,http://ufcstats.com/fight-details/bed2710e06dabe6a
0 of 0,0 of 0,12 of 36,1 of 1,0 of 1,11 of 34,0 of 0,0 of 0,23 of 39,2 of 2,6 of 8,15 of 29,0:00,0,0,---,0 of 0,12 of 36,33%,12 of 36,0,0:43,0,0,50%,1 of 2,23 of 39,58%,23 of 39,0,3,http://ufcstats.com/fight-details/bed2710e06dabe6a
0 of 0,0 of 0,13 of 54,1 of 1,2 of 3,10 of 50,1 of 3,1 of 1,13 of 54,1 of 1,3 of 5,11 of 52,0:00,0,0,0%,0 of 1,13 of 54,24%,13 of 54,0,0:06,0,0,---,0 of 0,15 of 58,25%,15 of 58,0,1,http://ufcstats.com/fight-details/834f67e96612cd6f
0 of 0,1 of 1,30 of 76,1 of 1,4 of 4,26 of 72,0 of 0,1 of 1,19 of 57,8 of 11,3 of 5,9 of 42,0:00,0,0,---,0 of 0,31 of 77,40%,31 of 77,0,0:03,0,0,---,0 of 0,20 of 58,34%,20 of 58,0,2,http://ufcstats.com/fight-details/834f67e96612cd6f
0 of 0,0 of 0,28 of 71,1 of 1,7 of 7,20 of 63,0 of 0,0 of 0,29 of 62,10 of 12,8 of 12,11 of 38,0:00,0,0,---,0 of 0,28 of 71,39%,28 of 71,0,0:00,0,0,---,0 of 0,29 of 62,46%,29 of 62,0,3,http://ufcstats.com/fight-details/834f67e96612cd6f
0 of 0,4 of 5,6 of 17,1 of 1,4 of 5,5 of 16,0 of 0,1 of 1,5 of 24,0 of 0,3 of 4,3 of 21,0:38,0,0,100%,2 of 2,15 of 27,45%,10 of 22,0,1:02,0,0,0%,0 of 1,6 of 25,24%,6 of 25,0,1,http://ufcstats.com/fight-details/25548d526c3a7587
0 of 0,2 of 3,5 of 12,1 of 1,3 of 3,3 of 11,0 of 0,8 of 11,3 of 12,0 of 0,0 of 0,11 of 23,0:00,0,0,0%,0 of 1,7 of 15,46%,7 of 15,0,0:06,0,1,---,0 of 0,11 of 23,47%,11 of 23,0,2,http://ufcstats.com/fight-details/25548d526c3a7587
0 of 1,4 of 5,32 of 105,6 of 8,8 of 10,22 of 93,12 of 19,14 of 15,41 of 75,3 of 6,18 of 22,46 of 81,0:00,0,0,---,0 of 0,37 of 112,32%,36 of 111,0,0:31,0,0,100%,1 of 1,68 of 110,61%,67 of 109,0,1,http://ufcstats.com/fight-details/6a0217099efee13f
0 of 0,0 of 0,24 of 73,11 of 13,4 of 5,9 of 55,7 of 7,3 of 3,29 of 54,2 of 3,6 of 10,31 of 51,0:00,0,0,0%,0 of 1,24 of 73,32%,24 of 73,0,0:41,0,0,100%,1 of 1,40 of 65,60%,39 of 64,0,2,http://ufcstats.com/fight-details/6a0217099efee13f
0 of 1,4 of 6,24 of 51,8 of 9,6 of 8,14 of 41,5 of 5,0 of 0,28 of 44,6 of 7,8 of 8,19 of 34,0:00,0,0,0%,0 of 1,28 of 58,48%,28 of 58,0,0:44,0,0,---,0 of 0,33 of 49,67%,33 of 49,2,3,http://ufcstats.com/fight-details/6a0217099efee13f
0 of 0,0 of 0,24 of 63,2 of 2,10 of 15,12 of 46,0 of 0,0 of 0,31 of 104,7 of 7,5 of 7,19 of 90,0:00,0,0,---,0 of 0,24 of 63,38%,24 of 63,0,0:00,0,0,---,0 of 0,31 of 104,29%,31 of 104,0,1,http://ufcstats.com/fight-details/c5b8a996eff18540
