Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
Chris Leben,Edwin DeWees,0,0,5,5,0,1,1,2,Middleweight,SUB,Armbar,1,3:26,False,False,False,False,False,http://ufcstats.com/fight-details/0731a4519d64df6d,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/75bbd2206a15319f
Brandon Vera,Fabiano Scherner,2,0,10,28,0,1,0,0,Heavyweight,KO/TKO,Knee,2,3:22,False,False,False,False,False,http://ufcstats.com/fight-details/6ddabf12abd6fe25,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/fa315e6c77eee106,http://ufcstats.com/fighter-details/0bc7e61d204f2137
Drew Fickett,Josh Koscheck,1,0,8,5,0,6,3,0,Welterweight,SUB,Rear Naked Choke,3,4:28,False,False,False,False,False,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/d814f5192e58fb2f,http://ufcstats.com/fighter-details/dd37fd509af89f15
Spencer Fisher,Thiago Alves,0,0,19,13,1,3,3,0,Welterweight,SUB,Triangle Choke,2,4:43,False,False,False,False,False,http://ufcstats.com/fight-details/926091425f88d038,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
Jon Fitch,Brock Larson,0,0,14,25,5,1,2,3,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5f2240d94375f907,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/6f018c039b4d5d80,http://ufcstats.com/fighter-details/5eedbf1e9601be35
Jonathan Goulet,Jay Hieron,0,0,10,14,0,9,1,3,Welterweight,KO/TKO,,3,1:05,False,False,False,False,False,http://ufcstats.com/fight-details/c25a97523bf56e49,http://ufcstats.com/event-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/fb1538b46877a695,http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Chuck Liddell,Jeremy Horn,2,0,31,64,0,0,0,0,Light Heavyweight,KO/TKO,Punches,4,2:46,False,False,False,False,True,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/a390eb8a9b2df298,http://ufcstats.com/fighter-details/8d26912cd2aeb366
Tim Sylvia,Tra Telligman,1,0,13,31,0,0,0,0,Heavyweight,KO/TKO,Kick,1,4:59,False,False,False,False,False,http://ufcstats.com/fight-details/8a380b11aaf82c49,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/2a542ee8a8b83559,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Randy Couture,Mike van Arsdale,0,0,8,27,4,1,3,0,Light Heavyweight,SUB,Anaconda Choke,3,0:52,False,False,False,False,False,http://ufcstats.com/fight-details/093ef5ab2081cf65,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/0aa92558424ced9e,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
Diego Sanchez,Brian Gassaway,0,0,3,35,3,0,1,0,Welterweight,KO/TKO,Punches,2,1:56,False,False,False,False,False,http://ufcstats.com/fight-details/d250a9d1c602e266,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/e4770d5ed44a3970
Georges St-Pierre,Frank Trigg,0,0,1,25,1,0,2,0,Welterweight,SUB,Rear Naked Choke,1,4:09,False,False,False,False,False,http://ufcstats.com/fight-details/beaa6ae419b8c8c6,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Matt Lindland,Joe Doerksen,0,0,8,19,4,2,4,1,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/adc0b9c6afe76c23,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,http://ufcstats.com/fighter-details/dbaaf42313af90fa
Trevor Prangley,Travis Lutter,0,0,9,54,5,0,0,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ee69302c232e0909,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,http://ufcstats.com/fighter-details/622f015c81a9b13a
James Irvin,Terry Martin,1,0,12,6,0,2,0,0,Light Heavyweight,KO/TKO,Flying Knee,2,0:09,False,False,False,False,False,http://ufcstats.com/fight-details/42957e04417af1d8,http://ufcstats.com/event-details/669a3cb6e394f515,http://ufcstats.com/fighter-details/a7f4d0902bb64092,http://ufcstats.com/fighter-details/6a92caba39b64752
Nate Marquardt,Ivan Salaverry,0,0,23,21,2,0,2,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/fd2f0f36b1eb5f83,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/a8e6a69796280f17,http://ufcstats.com/fighter-details/394f55ebca199124
Chris Leben,Patrick Cote,0,0,26,26,1,1,0,0,Middleweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/389b7ca84b333c4c,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Stephan Bonnar,Sam Hoger,0,0,11,43,3,1,1,2,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/994739f676c2105f,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,http://ufcstats.com/fighter-details/84a067c46306a737
Nate Quarry,Pete Sell,1,0,2,3,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:42,False,False,False,False,False,http://ufcstats.com/fight-details/bf1525f9761a116e,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/52cae54377b433b7,http://ufcstats.com/fighter-details/0359313549d230a1
Josh Koscheck,Pete Spratt,0,0,0,0,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,1:53,False,False,False,False,False,http://ufcstats.com/fight-details/44e4a1caae180261,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/dd37fd509af89f15,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Mike Swick,Gideon Ray,1,0,1,7,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:22,False,False,False,False,False,http://ufcstats.com/fight-details/b2f604f2332cd8af,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/9fe85152f351e737,http://ufcstats.com/fighter-details/ea3ef6206c7907d5
Kenny Florian,Alex Karalexis,0,0,18,38,1,0,0,0,Welterweight,KO/TKO,,2,2:52,False,False,False,False,False,http://ufcstats.com/fight-details/c2c000a37a89b82f,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/cb139171ed1b69fe,http://ufcstats.com/fighter-details/e361e5c858af6ff1
Drew Fickett,Josh Neer,0,0,0,1,2,0,1,0,Welterweight,SUB,Rear Naked Choke,1,1:35,False,False,False,False,False,http://ufcstats.com/fight-details/7acca0910edd7023,http://ufcstats.com/event-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/d814f5192e58fb2f,http://ufcstats.com/fighter-details/d1a1314976c50bef
Andrei Arlovski,Justin Eilers,0,0,5,33,0,0,0,0,Heavyweight,KO/TKO,Punches,1,4:10,False,False,False,False,True,http://ufcstats.com/fight-details/a507bfa374885a25,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Karo Parisyan,Matt Serra,0,1,26,56,8,1,2,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d80b07269dd36aad,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/349aaa3da11eb587,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
Rich Franklin,Evan Tanner,0,1,25,97,0,1,1,1,Middleweight,KO/TKO,,4,3:25,False,False,False,False,True,http://ufcstats.com/fight-details/98cc8f5dd64895c4,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Forrest Griffin,Bill Mahood,0,0,1,3,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,2:18,False,False,False,False,False,http://ufcstats.com/fight-details/ea8b1a909155b0c2,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/fcffee71cff5530e,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
Paul Buentello,Kevin Jordan,1,0,18,20,0,0,1,0,Heavyweight,SUB,Neck Crank,1,4:00,False,False,False,False,False,http://ufcstats.com/fight-details/fb252c420e9830cd,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,http://ufcstats.com/fighter-details/02e52b3a595f0786
Nate Quarry,Shonie Carter,2,0,6,19,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:37,False,False,False,False,False,http://ufcstats.com/fight-details/ca3230227ee700b7,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/52cae54377b433b7,http://ufcstats.com/fighter-details/7b6e40a73b567072
David Loiseau,Charles McCarthy,1,0,0,20,0,1,0,1,Middleweight,KO/TKO,Spinning Back Kick,2,2:10,False,False,False,False,False,http://ufcstats.com/fight-details/e5261884b0a0ed39,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,http://ufcstats.com/fighter-details/da97d6c97d09c030
Nick Diaz,Koji Oishi,1,0,2,25,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:24,False,False,False,False,False,http://ufcstats.com/fight-details/07886c772e37d5de,http://ufcstats.com/event-details/d3711d3784b76255,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,http://ufcstats.com/fighter-details/01daf32100ed7517
Chuck Liddell,Randy Couture,1,0,9,13,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:06,False,False,False,False,True,http://ufcstats.com/fight-details/2ae8623ef4156105,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/a390eb8a9b2df298,http://ufcstats.com/fighter-details/0aa92558424ced9e
Renato Sobral,Travis Wiuff,0,0,3,15,2,2,2,0,Light Heavyweight,SUB,Armbar,2,0:24,False,False,False,False,False,http://ufcstats.com/fight-details/cb8e91f8b9f0e24f,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/d468288756ae3982,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
Matt Hughes,Frank Trigg,0,1,13,13,1,0,1,1,Welterweight,SUB,Rear Naked Choke,1,4:05,False,False,False,False,True,http://ufcstats.com/fight-details/b1b66441acc5e8df,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Matt Lindland,Travis Lutter,0,0,0,11,2,1,1,0,Middleweight,SUB,Guillotine Choke,2,3:13,False,False,False,False,False,http://ufcstats.com/fight-details/36dbc3cee586e53d,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,http://ufcstats.com/fighter-details/622f015c81a9b13a
Georges St-Pierre,Jason Miller,0,0,16,64,5,1,4,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/f4e6f8223d0816fe,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce
Ivan Salaverry,Joe Riggs,0,0,6,2,0,1,1,0,Middleweight,SUB,Triangle Choke,1,2:42,False,False,False,False,False,http://ufcstats.com/fight-details/5d72fa4562b13f7b,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/394f55ebca199124,http://ufcstats.com/fighter-details/d512d9f204059f57
Joe Doerksen,Patrick Cote,0,2,37,9,4,0,4,0,Middleweight,SUB,Rear Naked Choke,3,2:35,False,False,False,False,False,http://ufcstats.com/fight-details/026e64f70e319e00,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/dbaaf42313af90fa,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Mike van Arsdale,John Marsh,0,1,18,34,1,1,0,1,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5e1b0e52d2bb1b5c,http://ufcstats.com/event-details/c933d423ebdbbbdb,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,http://ufcstats.com/fighter-details/b6b12014698cc345
Rich Franklin,Ken Shamrock,0,0,0,23,0,1,0,2,Light Heavyweight,KO/TKO,Punches,1,2:42,False,False,False,False,False,http://ufcstats.com/fight-details/c50a3025d1519fc8,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Forrest Griffin,Stephan Bonnar,0,0,57,88,2,0,1,0,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/4705a4db0bf1edcd,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/fcffee71cff5530e,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Diego Sanchez,Kenny Florian,0,0,2,14,1,0,0,0,Middleweight,KO/TKO,Punches,1,2:49,False,False,False,False,True,http://ufcstats.com/fight-details/d172d88fbeb8c6a8,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/cb139171ed1b69fe
Sam Hoger,Bobby Southworth,1,0,21,22,0,1,0,0,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ddb950831580a5fe,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/84a067c46306a737,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Chris Leben,Jason Thacker,0,0,1,27,1,0,0,0,Middleweight,KO/TKO,Punches,1,1:35,False,False,False,False,False,http://ufcstats.com/fight-details/a3b268798d3ab216,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/f0264252e191da22
Josh Koscheck,Chris Sanford,0,0,1,14,2,0,0,1,Middleweight,KO/TKO,Punches,1,4:21,False,False,False,False,False,http://ufcstats.com/fight-details/61733e5f00f4e194,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/dd37fd509af89f15,http://ufcstats.com/fighter-details/29f935654825331b
Nate Quarry,Lodune Sincaid,0,0,10,36,0,0,0,0,Middleweight,KO/TKO,Punches,1,3:17,False,False,False,False,False,http://ufcstats.com/fight-details/f434775e97920d95,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/52cae54377b433b7,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Mike Swick,Alex Schoenauer,1,0,1,7,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:20,False,False,False,False,False,http://ufcstats.com/fight-details/74f757bacb86a71c,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/9fe85152f351e737,http://ufcstats.com/fighter-details/fdfef29ba17ee525
Alex Karalexis,Josh Rafferty,0,0,1,6,0,0,0,1,Welterweight,KO/TKO,Punches,1,1:40,False,False,False,False,False,http://ufcstats.com/fight-details/17affee2c796c225,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,http://ufcstats.com/fighter-details/e361e5c858af6ff1,http://ufcstats.com/fighter-details/ff2c606c8bc365e3
Tito Ortiz,Vitor Belfort,0,0,19,27,4,0,0,1,Light Heavyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/4fb2c181e8fd5910,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/2f732dd9210d301f,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Pete Sell,Phil Baroni,0,0,17,16,1,4,1,0,Middleweight,SUB,Guillotine Choke,3,4:19,False,False,False,False,False,http://ufcstats.com/fight-details/987b6b4f7825e40e,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/0359313549d230a1,http://ufcstats.com/fighter-details/1652f3213655b935
Andrei Arlovski,Tim Sylvia,1,0,2,5,0,0,2,0,Heavyweight,SUB,Ankle Lock,1,0:47,False,False,False,False,True,http://ufcstats.com/fight-details/dae856cb00cf5163,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Evan Tanner,David Terrell,0,0,4,19,0,2,0,1,Middleweight,KO/TKO,Punches,1,4:35,False,False,False,False,True,http://ufcstats.com/fight-details/7cfc8649d07b704c,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
Paul Buentello,Justin Eilers,1,0,7,22,0,0,0,0,Heavyweight,KO/TKO,Punches,1,3:34,False,False,False,False,False,http://ufcstats.com/fight-details/c91ef06766009965,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Mike Kyle,James Irvin,1,0,3,10,1,0,0,0,Heavyweight,KO/TKO,Punch,1,1:55,False,False,False,False,False,http://ufcstats.com/fight-details/48189cad0c11ff63,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/56b8b24f65f9f057,http://ufcstats.com/fighter-details/a7f4d0902bb64092
David Loiseau,Gideon Ray,2,0,11,17,0,1,1,0,Middleweight,KO/TKO,,1,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/e30780438191654f,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,http://ufcstats.com/fighter-details/ea3ef6206c7907d5
Karo Parisyan,Chris Lytle,0,0,7,29,7,0,2,2,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/45a52e065b73ecba,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/349aaa3da11eb587,http://ufcstats.com/fighter-details/91acd6910b802a9e
Nick Diaz,Drew Fickett,0,0,3,13,0,0,1,2,Welterweight,KO/TKO,Punches,1,4:40,False,False,False,False,False,http://ufcstats.com/fight-details/e8196de20c4a969a,http://ufcstats.com/event-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,http://ufcstats.com/fighter-details/d814f5192e58fb2f
Tito Ortiz,Patrick Cote,0,0,11,45,2,0,0,0,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9422b3caf780a995,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/2f732dd9210d301f,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Rich Franklin,Jorge Rivera,1,0,22,41,3,0,1,0,Middleweight,SUB,Armbar,3,4:28,False,False,False,False,False,http://ufcstats.com/fight-details/b76a722dd429612e,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/cb46dface0e28a2c
Matt Hughes,Georges St-Pierre,0,0,6,4,2,1,2,0,Welterweight,SUB,Armbar,1,4:59,False,False,False,False,True,http://ufcstats.com/fight-details/6f21a27075f0695c,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/6506c1d34da9c013
Frank Trigg,Renato Verissimo,0,0,4,33,1,0,0,2,Welterweight,KO/TKO,Elbows,2,2:11,False,False,False,False,False,http://ufcstats.com/fight-details/1a471a1bff47a960,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,http://ufcstats.com/fighter-details/c24b1db4b809d41b
Evan Tanner,Robbie Lawler,0,0,3,6,0,1,1,0,Middleweight,SUB,Triangle Choke,1,2:22,False,False,False,False,False,http://ufcstats.com/fight-details/929fb67b49eaa405,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Ivan Salaverry,Tony Fryklund,1,0,4,9,0,0,1,0,Middleweight,SUB,Other - Lock,1,1:36,False,False,False,False,False,http://ufcstats.com/fight-details/0d15b14d1215c853,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/394f55ebca199124,http://ufcstats.com/fighter-details/253de74457bd6374
Travis Lutter,Marvin Eastman,1,0,10,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,0:33,False,False,False,False,False,http://ufcstats.com/fight-details/dc9b52352dca15ef,http://ufcstats.com/event-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/622f015c81a9b13a,http://ufcstats.com/fighter-details/05866d8c3a321856
Randy Couture,Vitor Belfort,0,0,3,50,2,0,0,2,Light Heavyweight,KO/TKO,,3,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/977e56ada4acc596,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/0aa92558424ced9e,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Joe Riggs,Joe Doerksen,0,0,6,29,2,2,0,0,Middleweight,KO/TKO,Elbows,2,3:39,False,False,False,False,False,http://ufcstats.com/fight-details/719f21fdb310fcfb,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/d512d9f204059f57,http://ufcstats.com/fighter-details/dbaaf42313af90fa
Chuck Liddell,Vernon White,2,0,13,31,1,0,0,0,Light Heavyweight,KO/TKO,Punch,1,4:05,False,False,False,False,False,http://ufcstats.com/fight-details/ebd51f898209c4c8,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/a390eb8a9b2df298,http://ufcstats.com/fighter-details/12458872d6afae1b
David Terrell,Matt Lindland,1,0,0,5,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:24,False,False,False,False,False,http://ufcstats.com/fight-details/6e2254b4fd39ce40,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Justin Eilers,Mike Kyle,1,0,7,4,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:14,False,False,False,False,False,http://ufcstats.com/fight-details/c74eef9b337602c6,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/27fc9218a3653e3c,http://ufcstats.com/fighter-details/56b8b24f65f9f057
Chris Lytle,Ronald Jhun,1,0,8,12,0,1,2,0,Welterweight,SUB,Guillotine Choke,2,1:17,False,False,False,False,False,http://ufcstats.com/fight-details/5db23cc876db1619,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/91acd6910b802a9e,http://ufcstats.com/fighter-details/b9e871af730f826c
Karo Parisyan,Nick Diaz,0,0,37,27,9,1,0,2,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/6996eb7755709945,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/349aaa3da11eb587,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Yves Edwards,Josh Thomson,1,0,13,16,0,2,0,0,Lightweight,KO/TKO,Kick,1,4:32,False,False,False,False,False,http://ufcstats.com/fight-details/c9c5b2507c6be9e3,http://ufcstats.com/event-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/a566371ba2ad7152
Ken Shamrock,Kimo Leopoldo,1,0,4,12,0,0,0,0,Heavyweight,KO/TKO,Knee,1,1:26,False,False,False,False,False,http://ufcstats.com/fight-details/66eaf9f4a2cd67d8,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Frank Trigg,Dennis Hallman,0,0,1,20,0,0,0,2,Welterweight,KO/TKO,Punches,1,4:15,False,False,False,False,False,http://ufcstats.com/fight-details/1201d192092baacf,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,http://ufcstats.com/fighter-details/8a8a84b743ae7699
Frank Mir,Tim Sylvia,0,0,2,3,0,1,1,0,Heavyweight,SUB,Armbar,1,0:50,False,False,False,False,True,http://ufcstats.com/fight-details/dffef4343e822399,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Matt Hughes,Renato Verissimo,0,0,7,11,3,0,1,4,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5261874c58322b46,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/c24b1db4b809d41b
Evan Tanner,Phil Baroni,0,0,23,73,5,0,0,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/7014356795515aea,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,http://ufcstats.com/fighter-details/1652f3213655b935
Matt Serra,Ivan Menjivar,0,0,8,14,6,0,0,2,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/41222c4fab03d6f8,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,http://ufcstats.com/fighter-details/5755960ebd0b16f6
Georges St-Pierre,Jay Hieron,2,0,5,24,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:42,False,False,False,False,False,http://ufcstats.com/fight-details/a40e421630b67e5c,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Trevor Prangley,Curtis Stout,0,0,5,12,2,0,2,0,Middleweight,SUB,Scarf Hold,2,1:05,False,False,False,False,False,http://ufcstats.com/fight-details/5cbd93c68225a845,http://ufcstats.com/event-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
